ReviewId,OwnerId,CreatedOn,NumberOfPatches,LastUpdatedOn,Project,Branch,SubmitType,Status,Elasped time in hours,Number of approvals,Net approval score,Average approval score ,Number of comments,Date of last comment,Date of first comment,Comment Span in Hours,Number of total reviews owned by owner,Number of total approvals given by owner,Number of comments by owner on this review,Number of total comments by owner across all reviews,"Number of reviews of owner which have a status = ""merged""",What is the average approval score of the owner
15574,1003360,6/29/2010 20:40,3,7/23/2010 17:53,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,573.2167,5,2,0.4,13,7/23/2010 17:53,7/1/2010 22:20,99.9999,316,1122,3,966,152,0.1105
15575,1003360,6/29/2010 20:40,1,7/1/2010 22:21,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,49.6833,2,0,0,3,7/1/2010 22:21,6/29/2010 20:43,49.8167,316,1122,2,966,152,0.1105
15576,1003360,6/29/2010 20:40,3,7/13/2010 5:48,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,321.1167,3,2,0.6667,8,7/13/2010 5:48,7/1/2010 22:20,99.9999,316,1122,2,966,152,0.1105
15578,1001100,6/29/2010 21:54,1,6/29/2010 22:06,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0.2,2,2,1,3,6/29/2010 22:06,6/29/2010 21:55,0,709,2208,2,4177,667,0.5616
15579,1001414,6/29/2010 21:59,2,7/1/2010 16:30,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,42.5,3,3,1,5,7/1/2010 16:30,6/29/2010 22:01,42.7,861,3165,3,5964,837,0.8619
15580,1003566,6/29/2010 22:18,2,6/29/2010 22:21,platform/cts,refs/heads/eclair,MERGE_ALWAYS,Abandoned,0.0333,1,0,0,2,6/29/2010 22:21,6/29/2010 22:20,0,371,653,2,1668,333,1.2328
15581,1000660,6/29/2010 22:23,1,6/29/2010 23:11,platform/cts,refs/heads/eclair,MERGE_ALWAYS,merged,0.8,2,2,1,3,6/29/2010 23:11,6/29/2010 22:31,0,701,4287,2,10892,605,0.4444
15582,1000660,6/29/2010 22:23,1,6/29/2010 23:12,platform/cts,refs/heads/eclair,MERGE_ALWAYS,merged,0.8167,2,2,1,3,6/29/2010 23:12,6/29/2010 22:32,0,701,4287,2,10892,605,0.4444
15583,1003566,6/29/2010 22:23,1,6/29/2010 22:54,platform/cts,refs/heads/eclair,MERGE_ALWAYS,merged,0.5,4,6,1.5,4,6/29/2010 22:54,6/29/2010 22:32,0,371,653,2,1668,333,1.2328
15584,1003360,6/29/2010 22:47,2,7/8/2010 20:05,platform/build,refs/heads/master,MERGE_ALWAYS,merged,213.3,3,3,1,17,7/8/2010 20:05,7/1/2010 18:32,99.9999,316,1122,3,966,152,0.1105
15585,1001414,6/29/2010 23:55,1,6/30/2010 0:39,platform/sdk,refs/heads/master,MERGE_ALWAYS,Abandoned,0.7333,NULL,NULL,NULL,1,6/30/2010 0:39,6/30/2010 0:39,0,861,3165,1,5964,837,0.8619
15586,1003413,6/30/2010 0:53,9,8/23/2010 20:54,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,8,4,0.5,144,8/23/2010 20:54,6/30/2010 10:10,99.9999,57,263,30,349,41,0.0608
15587,1003413,6/30/2010 1:11,8,8/23/2010 20:55,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,838.9833,8,4,0.5,191,8/23/2010 20:55,6/30/2010 9:33,99.9999,57,263,24,349,41,0.0608
15588,1003413,6/30/2010 1:11,3,7/19/2010 17:28,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,472.2667,5,2,0.4,14,7/19/2010 17:28,6/30/2010 8:44,99.9999,57,263,3,349,41,0.0608
15589,1003977,6/30/2010 2:01,4,7/9/2010 23:36,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,237.5833,6,2,0.3333,25,7/9/2010 23:36,6/30/2010 2:03,99.9999,116,154,14,415,105,1.1494
15590,1003977,6/30/2010 2:01,3,7/9/2010 23:38,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,237.6167,4,2,0.5,6,7/9/2010 23:38,6/30/2010 2:03,99.9999,116,154,5,415,105,1.1494
15591,1004035,6/30/2010 4:07,1,7/2/2010 16:46,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,60.65,1,0,0,3,7/2/2010 16:46,7/1/2010 17:59,22.3667,7,3,1,74,NULL,0
15592,1004035,6/30/2010 4:07,5,5/31/2011 10:01,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,6,0,0,32,5/31/2011 10:01,6/30/2010 4:13,99.9999,7,3,14,74,NULL,0
15593,1004035,6/30/2010 4:07,1,7/2/2010 16:47,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,Abandoned,60.65,4,0,0,17,7/2/2010 16:47,7/1/2010 6:13,34.5667,7,3,2,74,NULL,0
15594,1004035,6/30/2010 4:07,6,5/31/2011 10:01,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,5,2,0.4,105,5/31/2011 10:01,7/1/2010 17:53,99.9999,7,3,52,74,NULL,0
15597,1000678,6/30/2010 18:39,1,6/30/2010 19:43,platform/build,refs/heads/master,MERGE_ALWAYS,merged,1.0667,3,3,1,3,6/30/2010 19:43,6/30/2010 18:57,0,10,118,1,144,9,0.7881
15598,1000414,6/30/2010 22:32,1,7/1/2010 19:27,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,20.9,3,2,0.6667,3,7/1/2010 19:27,7/1/2010 19:26,0,312,384,2,926,301,1.4167
15599,1001872,7/1/2010 2:44,1,7/2/2010 16:52,platform/external/tremolo,refs/heads/master,MERGE_ALWAYS,merged,38.1167,3,4,1.3333,5,7/2/2010 16:52,7/1/2010 16:40,24.4,76,47,NULL,80,25,0
15600,1003980,7/1/2010 4:24,1,7/29/2010 20:58,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,688.5667,1,0,0,4,7/29/2010 20:58,7/1/2010 4:35,99.9999,4,2,NULL,3,NULL,0
15606,1001100,7/1/2010 6:41,2,7/2/2010 21:54,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,39.2167,2,2,1,5,7/2/2010 21:54,7/1/2010 6:58,38.6333,709,2208,3,4177,667,0.5616
15609,1004084,7/1/2010 12:21,1,7/20/2010 16:24,platform/packages/apps/Gallery3D,refs/heads/master,MERGE_ALWAYS,merged,460.05,2,2,1,4,7/20/2010 16:24,7/1/2010 16:13,99.9999,2,NULL,NULL,NULL,2,NULL
15610,1000660,7/1/2010 16:23,1,7/1/2010 17:33,platform/build,refs/heads/master,MERGE_ALWAYS,merged,1.1667,2,2,1,3,7/1/2010 17:33,7/1/2010 16:30,1.0167,701,4287,2,10892,605,0.4444
15611,1000678,7/1/2010 17:41,1,7/28/2010 19:12,platform/external/clearsilver,refs/heads/master,MERGE_ALWAYS,merged,649.5167,3,2,0.6667,5,7/28/2010 19:12,7/1/2010 17:42,99.9999,10,118,3,144,9,0.7881
15612,1001414,7/1/2010 20:20,3,7/2/2010 16:55,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,20.5833,2,2,1,18,7/2/2010 16:55,7/1/2010 23:36,17.2833,861,3165,11,5964,837,0.8619
15613,1006166,7/1/2010 20:22,1,5/4/2012 22:59,platform/development,refs/heads/master,MERGE_ALWAYS,Open,838.9833,5,1,0.2,4,5/4/2012 22:59,7/1/2010 20:26,99.9999,6,101,1,117,2,0.5248
15614,1006166,7/1/2010 20:23,1,5/5/2012 0:40,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,7,5/5/2012 0:40,7/1/2010 20:26,99.9999,6,101,1,117,2,0.5248
15615,1002751,7/1/2010 21:42,2,7/7/2010 18:17,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.5833,2,2,1,6,7/7/2010 18:17,7/2/2010 19:13,99.9999,608,1237,3,3054,469,0.9709
15616,1002751,7/1/2010 21:42,2,7/7/2010 18:18,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.5833,3,2,0.6667,4,7/7/2010 18:18,7/2/2010 19:15,99.9999,608,1237,3,3054,469,0.9709
15617,1002751,7/1/2010 21:42,2,7/7/2010 18:18,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.5833,3,2,0.6667,4,7/7/2010 18:18,7/2/2010 19:16,99.9999,608,1237,3,3054,469,0.9709
15618,1002751,7/1/2010 21:42,2,7/7/2010 18:33,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.8333,4,3,0.75,12,7/7/2010 18:33,7/2/2010 19:19,99.9999,608,1237,6,3054,469,0.9709
15619,1002751,7/1/2010 21:42,2,7/7/2010 18:18,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.5833,4,2,0.5,4,7/7/2010 18:18,7/2/2010 19:19,99.9999,608,1237,3,3054,469,0.9709
15620,1002751,7/1/2010 21:42,2,7/7/2010 18:51,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,141.1333,4,2,0.5,11,7/7/2010 18:51,7/2/2010 19:19,99.9999,608,1237,6,3054,469,0.9709
15621,1002751,7/1/2010 21:42,2,7/7/2010 18:18,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,140.5833,3,2,0.6667,4,7/7/2010 18:18,7/2/2010 19:12,99.9999,608,1237,3,3054,469,0.9709
15622,1000414,7/1/2010 21:50,1,7/2/2010 1:13,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,3.3833,2,2,1,8,7/2/2010 1:13,7/1/2010 21:52,3.05,312,384,NULL,926,301,1.4167
15623,1003960,7/1/2010 22:18,3,5/4/2012 1:14,platform/external/ppp,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,16,5/4/2012 1:14,7/2/2010 18:05,99.9999,3,NULL,7,10,NULL,NULL
15624,1003960,7/1/2010 22:21,2,5/4/2012 1:14,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,9,5/4/2012 1:14,7/2/2010 17:59,99.9999,3,NULL,2,10,NULL,NULL
15625,1003360,7/1/2010 22:23,2,7/2/2010 17:19,platform/bootable/diskinstaller,refs/heads/master,MERGE_ALWAYS,merged,18.9167,2,2,1,5,7/2/2010 17:19,7/2/2010 17:12,0,316,1122,NULL,966,152,0.1105
15626,1001414,7/2/2010 0:29,1,7/2/2010 16:55,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,16.4167,2,2,1,3,7/2/2010 16:55,7/2/2010 0:30,16.2667,861,3165,2,5964,837,0.8619
15627,1001414,7/2/2010 1:02,3,7/2/2010 16:55,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,15.8833,2,2,1,10,7/2/2010 16:55,7/2/2010 1:13,15.25,861,3165,7,5964,837,0.8619
15628,1001872,7/2/2010 2:39,1,7/7/2010 22:05,platform/external/dnsmasq,refs/heads/master,MERGE_ALWAYS,Abandoned,139.4167,3,-3,-1,7,7/7/2010 22:05,7/2/2010 2:42,99.9999,76,47,NULL,80,25,0
15629,1000411,7/2/2010 6:14,1,7/2/2010 17:22,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,11.1167,6,4,0.6667,6,7/2/2010 17:22,7/2/2010 8:23,8.1333,505,2123,2,4429,459,0.8587
15635,1003856,7/2/2010 14:21,1,7/2/2010 16:39,platform/development,refs/heads/master,MERGE_ALWAYS,merged,2.2833,2,3,1.5,3,7/2/2010 16:39,7/2/2010 14:57,1.0167,103,53,NULL,196,69,0.1132
15636,1001414,7/2/2010 17:39,1,7/2/2010 17:39,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,7/2/2010 17:39,7/2/2010 17:39,0,861,3165,2,5964,837,0.8619
15637,1000414,7/2/2010 18:32,2,7/2/2010 20:58,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,2.4167,4,2,0.5,6,7/2/2010 20:58,7/2/2010 19:33,1.0167,312,384,3,926,301,1.4167
15638,1001414,7/2/2010 18:52,1,7/2/2010 22:06,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,3.2333,2,2,1,3,7/2/2010 22:06,7/2/2010 19:00,3.05,861,3165,2,5964,837,0.8619
15639,1002751,7/2/2010 19:19,1,7/9/2010 0:16,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,148.95,2,2,1,3,7/9/2010 0:16,7/9/2010 0:16,0,608,1237,2,3054,469,0.9709
15640,1002751,7/2/2010 19:47,5,7/9/2010 0:17,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,148.5,2,2,1,7,7/9/2010 0:17,7/2/2010 19:53,99.9999,608,1237,6,3054,469,0.9709
15641,1000414,7/2/2010 19:49,1,7/2/2010 20:58,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,1.1333,3,2,0.6667,3,7/2/2010 20:58,7/2/2010 20:47,0,312,384,2,926,301,1.4167
15642,1003566,7/2/2010 21:20,1,7/7/2010 18:48,platform/cts,refs/heads/froyo,MERGE_ALWAYS,Abandoned,117.4667,1,-2,-2,2,7/7/2010 18:48,7/2/2010 21:25,99.9999,371,653,2,1668,333,1.2328
15643,1000414,7/2/2010 21:20,2,7/2/2010 21:59,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,0.65,3,2,0.6667,4,7/2/2010 21:59,7/2/2010 21:38,0,312,384,3,926,301,1.4167
15644,1001100,7/2/2010 21:44,2,7/2/2010 22:55,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.1833,2,2,1,4,7/2/2010 22:55,7/2/2010 21:56,0,709,2208,3,4177,667,0.5616
15645,1000414,7/2/2010 21:48,1,7/2/2010 21:59,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,0.1833,2,2,1,3,7/2/2010 21:59,7/2/2010 21:58,0,312,384,2,926,301,1.4167
15647,1000414,7/2/2010 21:50,1,7/2/2010 22:00,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,0.15,2,2,1,3,7/2/2010 22:00,7/2/2010 21:58,0,312,384,2,926,301,1.4167
15648,1000414,7/2/2010 21:51,1,7/22/2010 22:36,kernel/common,refs/heads/android-2.6.35-rc3,FAST_FORWARD_ONLY,merged,480.75,2,2,1,4,7/22/2010 22:36,7/2/2010 21:58,99.9999,312,384,2,926,301,1.4167
15653,1004142,7/4/2010 21:40,2,7/5/2010 23:50,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,26.15,2,-2,-1,4,7/5/2010 23:50,7/5/2010 7:54,15.25,5,3,3,13,NULL,-0.3333
15654,1003637,7/5/2010 8:14,2,7/8/2010 18:02,platform/build,refs/heads/master,MERGE_ALWAYS,merged,81.7833,3,2,0.6667,6,7/8/2010 18:02,7/7/2010 21:56,20.3333,8,11,1,21,4,0.2727
15656,1003637,7/5/2010 12:01,1,7/8/2010 16:47,platform/build,refs/heads/master,MERGE_ALWAYS,merged,76.75,5,2,0.4,9,7/8/2010 16:47,7/5/2010 12:08,77.2667,8,11,3,21,4,0.2727
15657,1004151,7/6/2010 17:35,1,7/7/2010 1:24,platform/packages/apps/Calendar,refs/heads/froyo,MERGE_ALWAYS,Abandoned,7.8167,NULL,NULL,NULL,1,7/7/2010 1:24,7/7/2010 1:24,0,11,2,1,12,NULL,0.5
15658,1003856,7/6/2010 18:44,1,7/12/2010 17:43,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,142.9667,5,4,0.8,6,7/12/2010 17:43,7/6/2010 18:46,99.9999,103,53,1,196,69,0.1132
15659,1003310,7/6/2010 23:23,4,7/14/2010 22:17,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,190.8833,6,3,0.5,17,7/14/2010 22:17,7/7/2010 21:41,99.9999,42,12,NULL,49,24,0
15660,1003310,7/6/2010 23:24,3,7/14/2010 22:15,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,190.85,5,2,0.4,8,7/14/2010 22:15,7/7/2010 21:40,99.9999,42,12,NULL,49,24,0
15661,1003310,7/6/2010 23:26,1,7/27/2010 1:04,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,481.6167,7,-3,-0.4286,11,7/27/2010 1:04,7/7/2010 18:09,99.9999,42,12,2,49,24,0
15663,1003504,7/7/2010 2:15,1,6/19/2012 21:09,kernel/msm,refs/heads/android-msm-2.6.32,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,1,6/19/2012 21:09,6/19/2012 21:09,0,1,NULL,NULL,NULL,NULL,NULL
15664,1001872,7/7/2010 2:55,3,7/9/2010 17:44,platform/build,refs/heads/master,MERGE_ALWAYS,merged,62.8167,6,3,0.5,26,7/9/2010 17:44,7/7/2010 13:12,52.8667,76,47,2,80,25,0
15665,1004151,7/7/2010 15:08,1,7/7/2010 17:57,platform/packages/apps/Calendar,refs/heads/master,MERGE_ALWAYS,Abandoned,2.8167,NULL,NULL,NULL,1,7/7/2010 17:57,7/7/2010 17:57,0,11,2,1,12,NULL,0.5
15666,1004151,7/7/2010 18:03,1,7/7/2010 18:22,platform/packages/apps/Calendar,refs/heads/froyo,MERGE_ALWAYS,Abandoned,0.3,NULL,NULL,NULL,1,7/7/2010 18:22,7/7/2010 18:22,0,11,2,1,12,NULL,0.5
15667,1003566,7/7/2010 18:54,1,7/8/2010 17:59,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,23.0833,4,5,1.25,8,7/8/2010 17:59,7/7/2010 19:47,22.3667,371,653,4,1668,333,1.2328
15668,1004151,7/7/2010 19:04,1,8/31/2010 20:58,platform/packages/apps/Calendar,refs/heads/froyo,MERGE_ALWAYS,Abandoned,838.9833,2,1,0.5,5,8/31/2010 20:58,7/7/2010 19:08,99.9999,11,2,1,12,NULL,0.5
15670,1003763,7/7/2010 22:59,3,7/8/2010 14:47,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,15.7833,3,2,0.6667,8,7/8/2010 14:47,7/7/2010 23:06,15.25,81,424,4,468,72,0.6297
15671,1003566,7/8/2010 0:19,1,7/8/2010 18:58,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,18.65,4,4,1,3,7/8/2010 18:58,7/8/2010 0:55,18.3,371,653,2,1668,333,1.2328
15672,1003566,7/8/2010 1:18,1,7/9/2010 19:58,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,42.6667,3,4,1.3333,3,7/9/2010 19:58,7/9/2010 19:53,0,371,653,2,1668,333,1.2328
15673,1004151,7/8/2010 2:57,1,7/8/2010 2:57,platform/packages/apps/Calendar,refs/heads/froyo,MERGE_ALWAYS,Abandoned,0,NULL,NULL,NULL,1,7/8/2010 2:57,7/8/2010 2:57,0,11,2,1,12,NULL,0.5
15674,1004151,7/8/2010 3:01,1,7/8/2010 3:02,platform/packages/apps/Calendar,refs/heads/froyo,MERGE_ALWAYS,Abandoned,0,NULL,NULL,NULL,1,7/8/2010 3:02,7/8/2010 3:02,0,11,2,1,12,NULL,0.5
15675,1004151,7/8/2010 13:02,1,7/8/2010 13:02,platform/packages/apps/Calendar,refs/heads/master,MERGE_ALWAYS,Abandoned,0,NULL,NULL,NULL,1,7/8/2010 13:02,7/8/2010 13:02,0,11,2,1,12,NULL,0.5
15678,1000660,7/8/2010 17:15,1,7/8/2010 17:19,platform/build,refs/heads/master,MERGE_ALWAYS,merged,0.05,2,2,1,2,7/8/2010 17:19,7/8/2010 17:19,0,701,4287,2,10892,605,0.4444
15679,1003763,7/8/2010 17:28,1,7/8/2010 17:51,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,0.3667,3,2,0.6667,3,7/8/2010 17:51,7/8/2010 17:29,0,81,424,2,468,72,0.6297
15680,1003763,7/8/2010 18:06,1,7/8/2010 18:46,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,0.65,3,2,0.6667,3,7/8/2010 18:46,7/8/2010 18:07,0,81,424,2,468,72,0.6297
15682,1001414,7/8/2010 18:34,1,7/9/2010 16:59,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,22.4,3,2,0.6667,3,7/9/2010 16:59,7/8/2010 18:35,22.3667,861,3165,3,5964,837,0.8619
15683,1000660,7/8/2010 18:35,1,7/9/2010 17:30,platform/external/stlport,refs/heads/master,MERGE_ALWAYS,merged,22.9167,4,4,1,11,7/9/2010 17:30,7/8/2010 18:36,22.3667,701,4287,4,10892,605,0.4444
15684,1003310,7/8/2010 18:55,2,7/22/2010 17:58,platform/build,refs/heads/master,MERGE_ALWAYS,merged,335.0333,5,2,0.4,8,7/22/2010 17:58,7/20/2010 22:08,43.7167,42,12,NULL,49,24,0
15685,1001414,7/8/2010 20:03,4,7/9/2010 21:17,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,25.2167,3,2,0.6667,6,7/9/2010 21:17,7/8/2010 22:18,22.3667,861,3165,6,5964,837,0.8619
15687,1003566,7/8/2010 20:06,1,7/8/2010 20:11,platform/build,refs/heads/froyo,MERGE_ALWAYS,merged,0.0667,3,2,0.6667,3,7/8/2010 20:11,7/8/2010 20:08,0,371,653,NULL,1668,333,1.2328
15690,1003360,7/8/2010 21:48,1,7/16/2010 14:17,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,184.4833,6,4,0.6667,15,7/16/2010 14:17,7/8/2010 22:31,99.9999,316,1122,4,966,152,0.1105
15691,1003360,7/8/2010 21:59,2,7/12/2010 20:52,platform/build,refs/heads/master,MERGE_ALWAYS,merged,94.8667,4,2,0.5,9,7/12/2010 20:52,7/8/2010 22:00,95.5667,316,1122,3,966,152,0.1105
15692,1003566,7/8/2010 22:23,1,7/8/2010 23:05,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.7,3,4,1.3333,3,7/8/2010 23:05,7/8/2010 22:29,0,371,653,2,1668,333,1.2328
15693,1003566,7/8/2010 23:52,3,7/27/2010 18:32,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,450.6667,6,7,1.1667,11,7/27/2010 18:32,7/8/2010 23:53,99.9999,371,653,5,1668,333,1.2328
15694,1003977,7/9/2010 0:28,5,7/22/2010 1:53,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,313.4,5,2,0.4,34,7/22/2010 1:53,7/9/2010 1:51,99.9999,116,154,8,415,105,1.1494
15695,1001414,7/9/2010 0:38,5,7/9/2010 17:02,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,16.3833,3,2,0.6667,10,7/9/2010 17:02,7/9/2010 0:40,16.2667,861,3165,10,5964,837,0.8619
15696,1003977,7/9/2010 0:46,2,7/15/2010 3:33,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,146.7833,4,2,0.5,6,7/15/2010 3:33,7/14/2010 23:20,4.0667,116,154,4,415,105,1.1494
15697,1001414,7/9/2010 1:00,2,7/9/2010 17:03,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,16.05,3,2,0.6667,7,7/9/2010 17:03,7/9/2010 1:01,16.2667,861,3165,5,5964,837,0.8619
15698,1000776,7/9/2010 1:47,1,7/9/2010 17:10,device/htc/dream-sapphire,refs/heads/master,MERGE_ALWAYS,merged,15.3833,1,2,2,2,7/9/2010 17:10,7/9/2010 17:10,0,4,NULL,NULL,3,1,NULL
15699,1003819,7/9/2010 2:14,2,5/4/2012 1:15,platform/hardware/ti/omap3,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,12,5/4/2012 1:15,7/9/2010 18:39,99.9999,2,1,3,8,1,0
15700,1003819,7/9/2010 2:14,2,7/12/2010 22:29,platform/hardware/ti/omap3,refs/heads/master,MERGE_ALWAYS,merged,92.2333,2,2,1,5,7/12/2010 22:29,7/9/2010 18:49,76.25,2,1,2,8,1,0
15701,1003637,7/9/2010 3:04,1,7/10/2010 1:29,platform/build,refs/heads/master,MERGE_ALWAYS,merged,22.4167,4,4,1,7,7/10/2010 1:29,7/9/2010 16:52,8.1333,8,11,1,21,4,0.2727
15707,1003213,7/9/2010 15:02,1,6/19/2012 21:09,kernel/msm,refs/heads/android-msm-2.6.32-nexusonec,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,3,6/19/2012 21:09,7/21/2010 22:20,99.9999,21,8,NULL,38,4,0
15708,1003832,7/9/2010 15:51,1,7/14/2010 13:17,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,117.4333,5,0,0,12,7/14/2010 13:17,7/9/2010 15:57,99.9999,6,7,7,21,1,0.1429
15709,1003213,7/9/2010 16:02,1,7/9/2010 17:14,platform/external/oprofile,refs/heads/master,MERGE_ALWAYS,merged,1.1833,2,3,1.5,3,7/9/2010 17:14,7/9/2010 16:41,0,21,8,NULL,38,4,0
15710,1003763,7/9/2010 16:19,2,7/9/2010 18:50,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,2.5,3,2,0.6667,8,7/9/2010 18:50,7/9/2010 16:20,2.0333,81,424,3,468,72,0.6297
15713,1003360,7/9/2010 19:06,1,7/9/2010 19:59,platform/bootable/diskinstaller,refs/heads/master,MERGE_ALWAYS,merged,0.8667,1,2,2,2,7/9/2010 19:59,7/9/2010 19:59,0,316,1122,NULL,966,152,0.1105
15714,1003566,7/9/2010 19:39,1,7/9/2010 20:04,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.4167,3,4,1.3333,3,7/9/2010 20:04,7/9/2010 19:54,0,371,653,2,1668,333,1.2328
15715,1001414,7/9/2010 19:50,3,7/9/2010 21:21,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.5,2,2,1,7,7/9/2010 21:21,7/9/2010 19:54,1.0167,861,3165,6,5964,837,0.8619
15716,1000660,7/9/2010 20:26,1,7/9/2010 20:27,platform/build,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,7/9/2010 20:27,7/9/2010 20:27,0,701,4287,2,10892,605,0.4444
15717,1003566,7/9/2010 20:31,2,7/9/2010 21:17,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.7667,4,4,1,4,7/9/2010 21:17,7/9/2010 20:33,0,371,653,3,1668,333,1.2328
15718,1003566,7/9/2010 21:54,1,7/9/2010 22:43,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.8,4,4,1,8,7/9/2010 22:43,7/9/2010 22:18,0,371,653,5,1668,333,1.2328
15720,1001414,7/9/2010 23:31,2,7/12/2010 19:28,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,67.95,2,2,1,4,7/12/2010 19:28,7/9/2010 23:32,68.1167,861,3165,4,5964,837,0.8619
15721,1004184,7/10/2010 19:30,1,5/4/2012 1:25,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,4,5/4/2012 1:25,7/12/2010 17:06,99.9999,2,NULL,NULL,1,NULL,NULL
15722,1001891,7/10/2010 19:33,1,8/6/2010 2:40,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,Abandoned,631.1,2,-2,-1,3,8/6/2010 2:40,7/13/2010 0:13,99.9999,206,468,1,911,174,0.703
