review.id,owner.id,created.on,noof.patches,last.updated.on,project,branch,submit.type,status,elapsed.time,noof.approvals,Sum of Approval.ReviewedStatus field,average.approval.score,noof.comments.on.this.review,comment.time.1,comment.time.2,comment.span.on.this.review,reviews.owned.by.owner,approvals.by.owner,noof.comments.by.owner,total.comments.owner,noof.reviews.merged.owner,avg.aprpoval.score.owner,reviews.owned.by.owner.merged,median.approval.score,noof.comments.by.nonowners,median.approval.score.owner,rsn.degree,rsn.betweenness,rsn.clustcoeff,rsn.closenesscentrality,rsn.eigencentrality,rsn.pagerank
16001,1003566,7/22/2010 21:52,1,7/26/2010 18:07,platform/build,refs/heads/froyo,MERGE_ALWAYS,merged,92.2333,6,3,0.5,10,7/26/2010 18:07,7/22/2010 21:55,92.1833,70,132,2,419,61,1.3009,61,0,8,2,420,3474,0.054044201,8.16E-05,0.330564155,0.000457716
16011,1004029,7/23/2010 16:45,3,8/10/2010 18:07,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,433.3667,3,0,0,16,8/10/2010 18:07,7/23/2010 18:44,431.3833,3,3,4,11,2,0,2,0,12,0,54,101.8333333,0.094017094,7.34E-05,0.049559291,9.09E-05
16032,1004179,7/24/2010 21:53,1,7/27/2010 15:23,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,Abandoned,65.4833,2,1,0.5,4,7/27/2010 15:23,7/26/2010 18:52,20.5,4,2,1,8,1,0,1,0.5,3,0,532,2311.95,0.064888637,8.42E-05,0.428165777,0.000551459
16035,1001872,7/26/2010 8:58,11,5/5/2012 0:29,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,15567.5,0,0,0,19,5/5/2012 0:29,7/26/2010 9:03,15567.4333,24,30,10,59,11,0,11,0,9,0,264,515.252381,0.072519084,8.27E-05,0.213972691,0.000257544
16038,1000660,7/26/2010 20:00,3,1/12/2012 5:07,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,12825.1167,5,0,0,13,1/12/2012 5:07,7/26/2010 20:05,12825.0333,52,1200,8,3410,44,0.353,44,0,5,0,818,11300,0.06807613,8.57E-05,0.668219052,0.000854727
16052,1004291,7/27/2010 0:21,14,9/9/2010 21:22,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1077.0167,9,3,0.75,89,9/9/2010 21:22,7/27/2010 19:29,1057.8833,6,6,21,84,5,0,5,0,68,0,120,390.8,0.035028249,7.52E-05,0.120160375,0.000147182
16056,1004179,7/27/2010 15:21,2,8/16/2010 15:47,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,merged,480.4167,6,4,0.8,10,8/16/2010 15:47,7/27/2010 15:33,480.2167,4,2,1,8,1,0,1,0.5,9,0,466,3018.666667,0.060677816,8.40E-05,0.350195247,0.000481297
16068,1000980,7/27/2010 23:19,3,7/28/2010 0:05,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0.75,3,3,1,11,7/28/2010 0:05,7/27/2010 23:20,0.75,4,12,5,52,4,1,4,1,6,1,52,48,0.141538462,7.25E-05,0.046089486,8.83E-05
16075,1004232,7/28/2010 0:18,2,5/5/2012 0:27,platform/hardware/msm7k,refs/heads/master,MERGE_ALWAYS,Abandoned,15528.15,0,0,0,7,5/5/2012 0:27,7/29/2010 18:16,15486.1667,4,1,2,6,0,0,0,0,5,0,156,682.5,0.044955045,7.86E-05,0.12121185,0.000180745
16076,1004232,7/28/2010 0:18,2,5/4/2012 1:15,platform/hardware/msm7k,refs/heads/master,MERGE_ALWAYS,Abandoned,15504.95,0,0,0,9,5/4/2012 1:15,7/28/2010 0:25,15504.8167,4,1,1,6,0,0,0,0,8,0,698,9118,0.050242071,8.45E-05,0.598847946,0.000766549
16085,1001414,7/28/2010 18:08,1,7/28/2010 22:05,platform/build,refs/heads/master,MERGE_ALWAYS,merged,3.9333,5,4,0.8,5,7/28/2010 22:05,7/28/2010 18:29,3.5833,104,550,2,1500,100,1.2598,100,1,3,0,138,196.6,0.034953112,7.45E-05,0.120892881,0.000163713
16087,1001414,7/28/2010 18:08,2,7/28/2010 22:04,platform/cts,refs/heads/master,MERGE_ALWAYS,merged,3.9333,3,2,1,9,7/28/2010 22:04,7/28/2010 18:29,3.5833,104,550,5,1500,100,1.2598,100,0,4,0,70,142.5277778,0.121008403,7.79E-05,0.054703711,9.82E-05
16089,1002621,7/28/2010 18:57,1,7/29/2010 0:00,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,5.0333,3,3,1,4,7/29/2010 0:00,7/28/2010 18:57,5.0333,19,126,1,254,18,1.1011,18,1,3,0,668,183.8,0.046034058,8.00E-05,0.566184018,0.000866606
16092,1003092,7/28/2010 19:37,3,2/20/2012 16:26,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,13724.8,5,-2,-0.6667,19,2/20/2012 16:26,7/28/2010 19:51,13724.5833,3,2,5,10,1,0,1,0,14,0,90,127.75,0.035353535,7.51E-05,0.070880085,0.000123169
16093,1003092,7/28/2010 19:37,1,2/20/2012 16:26,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,Abandoned,13724.8,0,0,0,4,2/20/2012 16:26,7/28/2010 21:53,13722.5333,3,2,1,10,1,0,1,0,3,0,216,471.5,0.020768432,7.69E-05,0.166829298,0.000249344
16102,1003973,7/28/2010 20:50,4,7/30/2010 22:56,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,50.0833,4,2,2,8,7/30/2010 22:56,7/28/2010 20:56,49.9833,1,5,1,34,1,1,1,0,7,0,378,1955.866667,0.075537544,8.38E-05,0.30977259,0.000370117
16126,1004232,7/29/2010 0:19,2,9/30/2010 0:06,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,1511.7833,5,0,0,8,9/30/2010 0:06,7/29/2010 1:01,1511.0833,4,1,2,6,0,0,0,0,6,0,138,1029.5,0.083120205,8.17E-05,0.094584094,0.000148781
16131,1004327,7/29/2010 14:32,1,11/2/2010 18:50,platform/external/ipsec-tools,refs/heads/froyo,MERGE_ALWAYS,Abandoned,2308.3,4,0,0,8,11/2/2010 18:50,7/29/2010 20:13,2302.6,1,1,3,3,0,0,0,0,5,0,136,366.452381,0.115891133,8.02E-05,0.117711581,0.000157071
16149,1000866,7/29/2010 21:44,6,7/30/2010 5:34,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,Abandoned,7.8167,4,0,0,35,7/30/2010 5:34,7/29/2010 22:33,7.0167,13,65,21,223,6,1.2564,6,0,14,0,462,5444.388889,0.053077357,8.13E-05,0.462681707,0.00046969
16152,1002621,7/29/2010 22:35,2,8/30/2010 16:10,platform/development,refs/heads/master,MERGE_ALWAYS,merged,761.5833,4,4,1,7,8/30/2010 16:10,7/29/2010 23:01,761.1333,19,126,2,254,18,1.1011,18,1,5,0,472,2176.25,0.070609448,8.27E-05,0.441219729,0.000502367
16154,1004121,7/30/2010 0:30,5,8/19/2010 22:04,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,501.55,5,3,1,31,8/19/2010 22:04,7/30/2010 0:34,501.4833,9,10,16,96,9,0.2222,9,0,15,0,88,202.8194444,0.038054968,7.12E-05,0.089728311,0.000109563
16162,1001872,7/30/2010 3:49,9,5/5/2012 0:31,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,15476.6833,0,0,0,18,5/5/2012 0:31,10/11/2010 18:03,13710.45,24,30,8,59,11,0,11,0,10,0,374,1929,0.115749526,8.27E-05,0.367871374,0.00037066
16163,1001872,7/30/2010 7:52,2,5/5/2012 0:51,platform/system/bluetooth,refs/heads/master,MERGE_ALWAYS,Abandoned,15472.9667,5,1,0.5,23,5/5/2012 0:51,7/30/2010 7:56,15472.9167,24,30,1,59,11,0,11,0,22,0,178,292.6769231,0.100868233,7.79E-05,0.147100912,0.000203651
16172,1003413,7/30/2010 19:19,2,8/11/2010 16:51,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,merged,285.5167,5,3,1,12,8/11/2010 16:51,7/30/2010 20:02,284.8,28,75,3,276,21,0.2941,21,0,9,0,704,5404.924242,0.076275576,8.52E-05,0.598872751,0.000761725
16175,1003566,7/30/2010 22:04,3,8/6/2010 22:40,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,168.5833,7,2,2,14,8/6/2010 22:40,7/30/2010 22:42,167.95,70,132,8,419,61,1.3009,61,0,6,2,404,2347.416667,0.061080735,7.87E-05,0.433802214,0.000429655
16200,1002621,7/31/2010 1:19,4,8/21/2010 0:01,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,502.6833,3,2,1,24,8/21/2010 0:01,7/31/2010 1:20,502.6833,19,126,12,254,18,1.1011,18,0,12,0,314,795.8333333,0.069737057,8.00E-05,0.329736764,0.000326906
16210,1004300,8/2/2010 7:35,3,8/21/2010 1:51,platform/packages/apps/Mms,refs/heads/master,MERGE_ALWAYS,merged,450.25,9,2,1,15,8/21/2010 1:51,8/4/2010 9:56,399.9,8,12,6,140,5,0.125,5,0,9,0,940,19268.16645,0.064619153,8.80E-05,0.765782974,0.001014603
16213,1003360,8/2/2010 17:34,6,1/7/2011 19:14,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,3793.6667,5,4,1.3333,20,1/7/2011 19:14,8/25/2010 14:10,3245.0667,97,285,10,544,75,0.5111,75,1,10,0,18,8,0.027777778,7.06E-05,0.018659423,6.17E-05
16217,1000706,8/2/2010 18:31,2,8/23/2010 20:31,platform/dalvik,refs/heads/master,MERGE_ALWAYS,merged,505.9833,4,3,1,11,8/23/2010 20:31,8/2/2010 19:15,505.25,8,10,2,54,6,0.5,6,0.5,9,0,420,1484.916667,0.056368193,8.31E-05,0.323667809,0.000440529
16218,1000706,8/2/2010 19:30,3,11/17/2010 23:15,platform/build,refs/heads/master,MERGE_ALWAYS,merged,2571.75,3,2,2,11,11/17/2010 23:15,10/11/2010 20:55,890.3333,8,10,2,54,6,0.5,6,0,9,0,152,370.3166667,0.044561404,7.74E-05,0.147107597,0.000170215
16255,1003310,8/3/2010 16:49,5,10/11/2010 0:07,platform/packages/apps/Contacts,refs/heads/master,MERGE_ALWAYS,merged,1639.2833,6,2,0.6667,37,10/11/2010 0:07,8/4/2010 14:21,1617.7667,12,10,4,40,8,0,8,0,33,0,204,536.852381,0.094156474,7.84E-05,0.186374386,0.000209615
16260,1004254,8/3/2010 17:06,1,8/16/2010 16:19,platform/development,refs/heads/master,MERGE_ALWAYS,merged,311.2,5,5,1,7,8/16/2010 16:19,8/3/2010 17:12,311.1167,12,9,2,59,6,0.1667,6,1,5,0,320,2867.333333,0.070440252,8.41E-05,0.246720493,0.000321367
16288,1004300,8/5/2010 9:51,1,8/23/2010 18:44,platform/packages/apps/Mms,refs/heads/master,MERGE_ALWAYS,merged,440.8833,8,2,0.25,11,8/23/2010 18:44,8/5/2010 10:04,440.6667,8,12,6,140,5,0.125,5,0,5,0,222,394,0.091072891,7.92E-05,0.185132935,0.000243625
16291,1003856,8/5/2010 18:38,3,2/12/2012 21:37,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,Abandoned,13346.9833,3,-1,-0.3333,9,2/12/2012 21:37,8/5/2010 18:43,13346.9,32,33,6,148,18,0.1852,18,0,3,0,336,1108.25,0.060094098,7.81E-05,0.358742509,0.000380505
16307,1004232,8/5/2010 23:53,1,5/4/2012 0:18,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,15288.4167,0,0,0,5,5/4/2012 0:18,8/6/2010 0:19,15287.9667,4,1,1,6,0,0,0,0,4,0,562,4727.716667,0.05655821,8.13E-05,0.421483079,0.000592358
16313,1004121,8/6/2010 1:00,5,8/19/2010 22:05,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,333.0667,5,3,1,18,8/19/2010 22:05,8/6/2010 1:07,332.9667,9,10,11,96,9,0.2222,9,0,7,0,134,578.65,0.098145635,7.89E-05,0.127120351,0.000151568
16319,1004300,8/6/2010 9:28,2,8/24/2010 21:17,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,443.8,8,4,0.8,13,8/24/2010 21:17,8/23/2010 19:15,26.0333,8,12,5,140,5,0.125,5,0,8,0,136,592.3095238,0.089113257,7.80E-05,0.135543935,0.000147376
16320,1004300,8/6/2010 9:31,1,1/18/2012 11:19,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,12721.8,6,0,0,11,1/18/2012 11:19,8/6/2010 15:26,12715.8833,8,12,5,140,5,0.125,5,0,6,0,672,7311.816667,0.060803127,8.56E-05,0.484466581,0.000688141
16330,1004371,8/6/2010 19:12,1,3/25/2011 22:03,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,5546.8333,3,1,0.3333,7,3/25/2011 22:03,8/9/2010 15:23,5478.65,2,2,2,7,0,0.5,0,0,5,0.5,162,2426.583333,0.061111111,8.28E-05,0.117517783,0.000168613
16331,1004371,8/6/2010 19:15,1,3/25/2011 22:03,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,5546.7833,4,1,0.25,5,3/25/2011 22:03,8/6/2010 19:17,5546.75,2,2,3,7,0,0.5,0,0,2,0.5,392,2259.162698,0.050340136,8.33E-05,0.279279754,0.000380496
16343,1002751,8/6/2010 22:19,2,8/6/2010 22:39,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,0.3333,4,2,2,8,8/6/2010 22:39,8/6/2010 22:21,0.2833,38,158,4,483,37,1.402,37,0,4,0,342,989.6666667,0.049122807,8.00E-05,0.280538577,0.000408614
16358,1002471,8/8/2010 4:08,2,5/5/2012 0:18,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,15260.15,0,0,0,9,5/5/2012 0:18,8/9/2010 13:45,15226.5333,18,27,2,57,7,0.2222,7,0,7,0,236,657.7079365,0.055917717,7.50E-05,0.191384909,0.000251535
16367,1002471,8/8/2010 21:44,1,8/30/2010 20:29,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,526.75,3,3,1,5,8/30/2010 20:29,8/8/2010 21:51,526.6333,18,27,1,57,7,0.2222,7,1,4,0,50,88,0,6.99E-05,0.037827869,8.51E-05
16368,1004380,8/9/2010 16:32,2,8/25/2010 22:46,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,390.2333,3,3,1.5,11,8/25/2010 22:46,8/11/2010 6:22,352.3833,2,2,4,5,2,0,2,1,7,0,548,59.5625,0.044838373,7.97E-05,0.481430388,0.000706874
16401,1004121,8/10/2010 0:43,3,8/19/2010 22:06,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,237.3667,5,3,1,8,8/19/2010 22:06,8/10/2010 0:48,237.2833,9,10,4,96,9,0.2222,9,0,4,0,434,5286.682937,0.088197645,8.68E-05,0.40115848,0.000396694
16403,1003630,8/10/2010 2:08,2,8/11/2010 17:27,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,39.3,5,3,0.75,5,8/11/2010 17:27,8/10/2010 2:12,39.25,2,2,1,7,1,0,1,0,4,0,176,524.1,0.062173459,7.85E-05,0.160868353,0.000199749
16404,1001100,8/10/2010 2:53,1,8/21/2010 18:04,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,279.1667,2,2,1,6,8/21/2010 18:04,8/10/2010 2:54,279.15,60,361,3,950,58,1.0991,58,1,3,0,286,1999.745238,0.079680882,8.30E-05,0.258903924,0.000290968
16406,1002471,8/10/2010 9:25,2,11/22/2010 21:02,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,2507.6,4,2,2,14,11/22/2010 21:02,8/25/2010 13:22,2143.6667,18,27,2,57,7,0.2222,7,0,12,0,120,341,0.06440678,7.67E-05,0.113616147,0.000143225
16421,1004254,8/10/2010 20:12,1,5/4/2012 0:18,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,15172.0833,0,0,0,9,5/4/2012 0:18,8/10/2010 20:18,15171.9833,12,9,3,59,6,0.1667,6,0,6,0,84,241.4322261,0.06155633,7.52E-05,0.071405473,0.000110602
16423,1004029,8/10/2010 20:24,4,10/26/2010 18:38,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1846.2167,4,3,1,12,10/26/2010 18:38,8/11/2010 20:28,1822.15,3,3,3,11,2,0,2,0.5,9,0,500,786,0.071518072,8.23E-05,0.452088343,0.000554084
16424,1004029,8/10/2010 20:24,5,10/26/2010 18:44,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,merged,1846.3333,3,2,1,14,10/26/2010 18:44,8/11/2010 2:38,1840.1,3,3,4,11,2,0,2,0,10,0,220,1590.05754,0.108590492,8.26E-05,0.186616952,0.000224619
16438,1002612,8/11/2010 5:55,3,10/11/2010 1:20,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1459.4167,8,5,0.8333,15,10/11/2010 1:20,8/20/2010 6:25,1242.9167,6,5,4,15,3,0.25,3,0.5,11,0,34,58,0.110294118,7.35E-05,0.026052608,7.23E-05
16448,1004121,8/11/2010 22:52,4,8/19/2010 22:06,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,191.2333,5,3,1,8,8/19/2010 22:06,8/11/2010 22:55,191.1833,9,10,5,96,9,0.2222,9,0,3,0,370,1271.284091,0.050293772,8.25E-05,0.279912008,0.000383668
16457,1003566,8/12/2010 2:03,3,8/13/2010 19:30,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,41.45,5,2,2,7,8/13/2010 19:30,8/12/2010 2:10,41.3167,70,132,4,419,61,1.3009,61,0,3,2,86,170,0.003322259,7.31E-05,0.07758238,0.000126903
16463,1003566,8/12/2010 21:15,1,8/13/2010 17:45,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,20.4833,5,6,1.2,9,8/13/2010 17:45,8/12/2010 21:31,20.2167,70,132,4,419,61,1.3009,61,2,5,2,94,51.83333333,0.039777983,7.10E-05,0.082087573,0.000125065
16481,1004372,8/13/2010 6:40,1,5/4/2012 0:22,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,15113.7,0,0,0,3,5/4/2012 0:22,8/13/2010 6:50,15113.5167,1,5,1,6,0,0.6667,0,0,2,0,114,379.5,0.132205514,7.79E-05,0.107945498,0.000136972
16485,1000414,8/13/2010 21:38,1,8/16/2010 17:46,kernel/common,refs/heads/android-2.6.35,FAST_FORWARD_ONLY,merged,68.1333,4,3,0.75,4,8/16/2010 17:46,8/13/2010 22:50,66.9333,10,32,2,76,9,0.4231,9,0.5,2,0,280,121.5,0.046248715,8.03E-05,0.21200608,0.00031334
16495,1002951,8/16/2010 12:21,2,6/7/2012 8:23,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,15860.0333,0,0,0,6,6/7/2012 8:23,8/16/2010 19:05,15853.3,219,195,2,748,145,0.031,145,0,4,0,660,8355.75,0.058579718,8.44E-05,0.528303595,0.000710866
16496,1003744,8/16/2010 12:26,5,3/29/2011 15:55,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,5403.4667,6,2,1,24,3/29/2011 15:55,8/16/2010 18:00,5397.9,12,17,4,64,10,0,10,0,20,0,206,985.5595238,0.089472682,8.04E-05,0.183213011,0.000218077
16497,1004266,8/16/2010 16:41,4,8/19/2010 2:29,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,merged,57.8,6,2,0.3333,17,8/19/2010 2:29,8/16/2010 17:14,57.2333,3,3,5,10,1,0,1,0,12,0,54,131.8333333,0.05982906,7.36E-05,0.049437257,9.06E-05
16499,1001100,8/16/2010 18:15,2,8/17/2010 3:21,platform/build,refs/heads/master,MERGE_ALWAYS,merged,9.1,3,3,1,6,8/17/2010 3:21,8/16/2010 18:17,9.0667,60,361,4,950,58,1.0991,58,1,2,0,108,142.4348086,0.044723969,7.29E-05,0.087230035,0.000136052
16508,1002951,8/17/2010 11:28,1,4/7/2011 6:54,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,5587.4333,4,5,1.25,9,4/7/2011 6:54,8/17/2010 15:15,5583.6333,219,195,2,748,145,0.031,145,1.5,7,0,268,1416.75,0.069240265,8.35E-05,0.18879943,0.000251745
16513,1004428,8/17/2010 16:37,2,8/19/2010 22:23,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,53.7667,4,3,1,18,8/19/2010 22:23,8/17/2010 16:45,53.6333,1,1,4,4,1,0,1,0.5,14,0,258,604.652381,0.06879845,8.28E-05,0.208041073,0.00025343
16519,1000414,8/17/2010 20:14,1,8/19/2010 22:12,kernel/common,refs/heads/android-2.6.35,FAST_FORWARD_ONLY,merged,49.9667,6,3,0.5,5,8/19/2010 22:12,8/17/2010 23:07,47.0833,10,32,2,76,9,0.4231,9,0,3,0,294,1260.963384,0.074084428,8.11E-05,0.247331503,0.000311686
16532,1004121,8/18/2010 18:46,6,8/27/2010 23:19,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,220.55,4,2,1,24,8/27/2010 23:19,8/18/2010 18:49,220.4833,9,10,11,96,9,0.2222,9,0,13,0,266,552.5595238,0.068808385,8.30E-05,0.215773341,0.000260153
16536,1002820,8/18/2010 19:30,2,8/28/2010 0:00,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,220.5,4,4,1,7,8/28/2010 0:00,8/18/2010 21:42,218.3,14,14,1,241,10,0,10,1,6,0,92,332.5155043,0.072463768,7.79E-05,0.079425154,0.000122956
16557,1002951,8/19/2010 11:33,3,9/10/2010 19:22,platform/external/skia,refs/heads/master,MERGE_ALWAYS,merged,535.8,6,4,1.3333,12,9/10/2010 19:22,8/19/2010 11:35,535.7833,219,195,3,748,145,0.031,145,0,9,0,746,5717.333333,0.068292542,8.63E-05,0.639850757,0.000750539
16569,1002820,8/19/2010 22:04,10,10/14/2010 10:22,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1332.3,3,2,1,73,10/14/2010 10:22,8/19/2010 22:47,1331.5833,14,14,27,241,10,0,10,0,46,0,294,1105.916667,0.040723139,8.27E-05,0.209242623,0.000286136
16609,1004435,8/20/2010 11:31,3,2/24/2011 2:23,platform/build,refs/heads/master,MERGE_ALWAYS,merged,4502.8667,9,5,1,11,2/24/2011 2:23,8/24/2010 0:55,4417.4667,3,4,2,10,3,0,3,0,9,0,524,349.3768116,0.049018748,7.86E-05,0.477044326,0.000698019
16610,1004435,8/20/2010 11:31,7,2/24/2011 1:40,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,4502.15,10,4,1,34,2/24/2011 1:40,8/24/2010 1:03,4416.6167,3,4,6,10,3,0,3,0,28,0,748,3520,0.055225015,8.28E-05,0.639091227,0.000864101
16611,1004435,8/20/2010 11:31,3,2/24/2011 1:40,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,merged,4502.15,7,5,1.25,10,2/24/2011 1:40,8/24/2010 0:55,4416.75,3,4,2,10,3,0,3,0,8,0,576,1618,0.063782424,8.13E-05,0.543367414,0.000675718
16657,1002751,8/22/2010 1:38,2,8/23/2010 23:20,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,45.7,3,2,2,12,8/23/2010 23:20,8/22/2010 1:40,45.6667,38,158,8,483,37,1.402,37,0,4,0,546,5143.533333,0.061947856,8.55E-05,0.402424991,0.000548655
16658,1002751,8/22/2010 1:38,2,8/23/2010 23:21,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,45.7167,3,2,2,9,8/23/2010 23:21,8/22/2010 1:40,45.6833,38,158,6,483,37,1.402,37,0,3,0,200,532.5416667,0.073535354,8.02E-05,0.147707952,0.00021148
16660,1002751,8/22/2010 1:38,2,8/23/2010 23:23,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,45.75,3,2,2,6,8/23/2010 23:23,8/22/2010 1:42,45.6833,38,158,4,483,37,1.402,37,0,2,0,290,444.75,0.051628352,8.07E-05,0.221086066,0.000319359
16669,1002751,8/22/2010 1:38,2,8/23/2010 23:25,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,45.7667,5,2,2,6,8/23/2010 23:25,8/22/2010 1:50,45.5833,38,158,4,483,37,1.402,37,0,2,0,148,404.1333333,0.097001111,7.99E-05,0.12989877,0.000165796
16670,1002751,8/22/2010 1:38,2,8/23/2010 23:25,kernel/tegra,refs/heads/linux-tegra-2.6.35,FAST_FORWARD_ONLY,merged,45.7833,4,2,2,6,8/23/2010 23:25,8/22/2010 1:50,45.5667,38,158,4,483,37,1.402,37,0,2,0,380,1802.75,0.061654135,8.09E-05,0.294158833,0.000395613
16680,1002951,8/23/2010 10:46,3,7/18/2012 13:28,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,16682.6833,3,0,0,7,7/18/2012 13:28,8/23/2010 22:43,16670.7333,219,195,5,748,145,0.031,145,0,2,0,566,1692.541667,0.055584793,8.04E-05,0.540733975,0.000722431
16681,1002951,8/23/2010 12:36,2,4/8/2011 14:35,platform/packages/apps/Bluetooth,refs/heads/master,MERGE_ALWAYS,Abandoned,5473.9833,3,0,0,5,4/8/2011 14:35,8/23/2010 22:42,5463.8667,219,195,2,748,145,0.031,145,0,3,0,310,1022,0.101717637,8.12E-05,0.322631883,0.000308434
16683,1002951,8/23/2010 13:20,6,8/29/2012 16:53,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,17691.5333,5,2,0.6667,22,8/29/2012 16:53,8/23/2010 22:08,17682.75,219,195,9,748,145,0.031,145,0,13,0,136,1773.333333,0.076382792,8.26E-05,0.101930947,0.000142702
16685,1002951,8/23/2010 14:15,6,9/6/2012 10:53,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,17876.6333,1,0,0,35,9/6/2012 10:53,8/23/2010 21:15,17869.6167,219,195,13,748,145,0.031,145,0,22,0,56,165,0.158730159,7.32E-05,0.048410914,9.03E-05
16686,1002951,8/23/2010 14:25,4,9/3/2012 12:25,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,17805.9833,3,0,0,13,9/3/2012 12:25,8/23/2010 21:14,17799.1667,219,195,8,748,145,0.031,145,0,5,0,374,2590.5,0.093094129,8.16E-05,0.381989331,0.00040131
16695,1000660,8/23/2010 18:01,2,8/24/2010 16:47,platform/packages/inputmethods/PinyinIME,refs/heads/master,MERGE_ALWAYS,merged,22.7667,4,4,1,6,8/24/2010 16:47,8/23/2010 18:02,22.75,52,1200,3,3410,44,0.353,44,1,3,0,36,84.83333333,0.156862745,7.35E-05,0.029695726,7.43E-05
16704,1001051,8/23/2010 19:48,1,2/10/2011 1:44,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,4085.9333,4,1,0.25,4,2/10/2011 1:44,8/23/2010 20:32,4085.1833,4,10,1,23,3,0.1,3,0,3,0,120,224.802381,0.057062147,7.72E-05,0.110373831,0.000142565
16731,1002951,8/24/2010 6:55,2,9/11/2010 21:06,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,446.1667,3,3,1,7,9/11/2010 21:06,8/24/2010 9:15,443.8333,219,195,1,748,145,0.031,145,1,6,0,506,4333,0.052418596,8.47E-05,0.347162507,0.000524762
16732,1003630,8/24/2010 10:10,1,8/31/2010 8:23,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,166.2,6,0,0,6,8/31/2010 8:23,8/24/2010 11:44,164.65,2,2,2,7,1,0,1,0,4,0,304,1845.733333,0.064220983,8.19E-05,0.2520835,0.000320811
